Unnamed: 0,userid,category,avg_bill,join_datetime,age,income,kids,teenagers,marital,education,complain_count,last_order_dt,discount_purchases_count_avg,catalogue_purchases_count_avg,store_purchases_count_avg,website_purchases_count_avg,website_visit_count_avg,mobile_purchases_count_avg,mobile_visit_count_avg,marketing_company_outcome_1,marketing_company_outcome_2,marketing_company_outcome_3,marketing_company_outcome_4,marketing_company_outcome_5
5221,b63f137e-316b-40aa-af48-ee1f1b6adeeb,other,481.0,2024-03-27 05:14:20,55,83431.0,0,1,married,bachelor,1,2024-06-22,1,1,7,8,7,21,38,0,0,0,1,0
5222,fa432faf-93f6-4dbf-ae14-8a8b681a106f,other,164.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5223,fa432faf-93f6-4dbf-ae14-8a8b681a106f,fish,648.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5224,fa432faf-93f6-4dbf-ae14-8a8b681a106f,vegetables,446.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5225,fa432faf-93f6-4dbf-ae14-8a8b681a106f,sweets,49.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5226,fa432faf-93f6-4dbf-ae14-8a8b681a106f,fruits,120.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5228,fa432faf-93f6-4dbf-ae14-8a8b681a106f,meat,234.0,2023-07-04 21:54:35,66,64898.0,0,1,dating,bachelor,0,2024-06-22,2,0,4,3,7,18,33,0,0,0,0,0
5229,52e016b3-280f-408e-8c0b-43cd53e2c25c,other,1729.0,2023-11-09 13:25:03,34,130073.0,0,0,married,bachelor,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
5230,52e016b3-280f-408e-8c0b-43cd53e2c25c,sweets,250.0,2023-11-09 13:25:03,34,130073.0,0,0,married,bachelor,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
5232,52e016b3-280f-408e-8c0b-43cd53e2c25c,fruits,2055.0,2023-11-09 13:25:03,34,130073.0,0,0,married,bachelor,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
5233,52e016b3-280f-408e-8c0b-43cd53e2c25c,vegetables,2208.0,2023-11-09 13:25:03,34,130073.0,0,0,married,bachelor,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
5234,52e016b3-280f-408e-8c0b-43cd53e2c25c,fish,2506.0,2023-11-09 13:25:03,34,130073.0,0,0,married,bachelor,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
5236,8d48db05-dc01-41f0-831e-27d92c751fea,sweets,178.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5237,8d48db05-dc01-41f0-831e-27d92c751fea,other,726.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5239,8d48db05-dc01-41f0-831e-27d92c751fea,fish,2968.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5240,8d48db05-dc01-41f0-831e-27d92c751fea,fruits,1530.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5241,8d48db05-dc01-41f0-831e-27d92c751fea,vegetables,1645.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5242,8d48db05-dc01-41f0-831e-27d92c751fea,meat,375.0,2024-03-10 03:30:18,27,110941.0,0,0,single,bachelor,0,2024-07-07,1,10,7,4,1,6,11,1,0,0,0,1
5243,272b86f8-2ad2-4f4d-8238-6a021a03cadf,other,591.0,2024-02-14 18:54:06,23,61941.0,0,0,single,masters,1,2024-07-09,12,4,3,9,10,59,76,0,0,0,1,1
5244,272b86f8-2ad2-4f4d-8238-6a021a03cadf,sweets,190.0,2024-02-14 18:54:06,23,61941.0,0,0,single,masters,1,2024-07-09,12,4,3,9,10,59,76,0,0,0,1,1
5245,272b86f8-2ad2-4f4d-8238-6a021a03cadf,fruits,1400.0,2024-02-14 18:54:06,23,61941.0,0,0,single,masters,1,2024-07-09,12,4,3,9,10,59,76,0,0,0,1,1
5247,272b86f8-2ad2-4f4d-8238-6a021a03cadf,vegetables,1355.0,2024-02-14 18:54:06,23,61941.0,0,0,single,masters,1,2024-07-09,12,4,3,9,10,59,76,0,0,0,1,1
5249,272b86f8-2ad2-4f4d-8238-6a021a03cadf,fish,2520.0,2024-02-14 18:54:06,23,61941.0,0,0,single,masters,1,2024-07-09,12,4,3,9,10,59,76,0,0,0,1,1
5251,5173beb0-f671-419a-8cf8-24dadec7e1e9,sweets,272.0,2022-09-16 12:30:01,21,69154.0,0,0,single,masters,2,2024-07-04,24,4,6,5,9,15,74,1,0,1,0,1
5252,5173beb0-f671-419a-8cf8-24dadec7e1e9,fruits,2810.0,2022-09-16 12:30:01,21,69154.0,0,0,single,masters,2,2024-07-04,24,4,6,5,9,15,74,1,0,1,0,1
5254,5173beb0-f671-419a-8cf8-24dadec7e1e9,other,309.0,2022-09-16 12:30:01,21,69154.0,0,0,single,masters,2,2024-07-04,24,4,6,5,9,15,74,1,0,1,0,1
5255,5173beb0-f671-419a-8cf8-24dadec7e1e9,fish,1094.0,2022-09-16 12:30:01,21,69154.0,0,0,single,masters,2,2024-07-04,24,4,6,5,9,15,74,1,0,1,0,1
5256,5173beb0-f671-419a-8cf8-24dadec7e1e9,vegetables,554.0,2022-09-16 12:30:01,21,69154.0,0,0,single,masters,2,2024-07-04,24,4,6,5,9,15,74,1,0,1,0,1
5257,db8e69e0-b866-4914-9391-a53e05f0df74,fish,324.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5258,db8e69e0-b866-4914-9391-a53e05f0df74,other,32.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5259,db8e69e0-b866-4914-9391-a53e05f0df74,meat,288.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5260,db8e69e0-b866-4914-9391-a53e05f0df74,fruits,15.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5261,db8e69e0-b866-4914-9391-a53e05f0df74,sweets,18.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5262,db8e69e0-b866-4914-9391-a53e05f0df74,vegetables,126.0,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor,0,2024-06-26,3,0,4,2,6,13,23,0,0,0,0,0
5264,be8a10c0-b052-44f9-8508-522a3626e990,fish,1350.0,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor,0,2024-07-01,3,5,10,9,7,1,1,0,0,0,0,0
5266,be8a10c0-b052-44f9-8508-522a3626e990,fruits,285.0,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor,0,2024-07-01,3,5,10,9,7,1,1,0,0,0,0,0
5268,be8a10c0-b052-44f9-8508-522a3626e990,other,953.0,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor,0,2024-07-01,3,5,10,9,7,1,1,0,0,0,0,0
5269,be8a10c0-b052-44f9-8508-522a3626e990,sweets,329.0,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor,0,2024-07-01,3,5,10,9,7,1,1,0,0,0,0,0
5270,be8a10c0-b052-44f9-8508-522a3626e990,vegetables,1062.0,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor,0,2024-07-01,3,5,10,9,7,1,1,0,0,0,0,0
5271,ea8e172e-be70-45d2-b389-263355c62209,other,150.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5272,ea8e172e-be70-45d2-b389-263355c62209,sweets,16.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5273,ea8e172e-be70-45d2-b389-263355c62209,meat,321.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5274,ea8e172e-be70-45d2-b389-263355c62209,fruits,120.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5275,ea8e172e-be70-45d2-b389-263355c62209,fish,378.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5276,ea8e172e-be70-45d2-b389-263355c62209,vegetables,446.0,2023-04-21 00:28:12,43,62774.0,2,0,single,bachelor,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
5279,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,fruits,480.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5280,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,other,22.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5281,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,fish,162.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5282,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,meat,36.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5283,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,vegetables,504.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5284,5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,sweets,342.0,2024-04-18 14:50:46,13,26369.0,0,0,single,masters,1,2024-07-04,5,0,1,0,2,1,14,0,1,0,0,0
5285,f8925636-8d7e-470a-9458-eeab2e5f4b1a,sweets,60.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5287,f8925636-8d7e-470a-9458-eeab2e5f4b1a,fruits,0.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5288,f8925636-8d7e-470a-9458-eeab2e5f4b1a,meat,318.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5289,f8925636-8d7e-470a-9458-eeab2e5f4b1a,other,180.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5290,f8925636-8d7e-470a-9458-eeab2e5f4b1a,vegetables,0.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5291,f8925636-8d7e-470a-9458-eeab2e5f4b1a,fish,2646.0,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor,0,2024-05-31,5,1,5,5,6,8,14,0,0,0,0,0
5292,d6cc5375-16eb-4a1d-8e1b-c252b745beff,meat,144.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5293,d6cc5375-16eb-4a1d-8e1b-c252b745beff,vegetables,261.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5294,d6cc5375-16eb-4a1d-8e1b-c252b745beff,fish,162.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5296,d6cc5375-16eb-4a1d-8e1b-c252b745beff,sweets,54.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5297,d6cc5375-16eb-4a1d-8e1b-c252b745beff,other,1.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5298,d6cc5375-16eb-4a1d-8e1b-c252b745beff,fruits,930.0,2023-04-18 16:57:06,18,25592.0,0,0,single,bachelor,0,2024-07-01,0,0,2,2,3,2,47,0,1,0,1,0
5300,07ef5a45-56e8-4cb1-99b2-a744edf865e6,fish,0.0,2024-04-16 02:03:44,64,92867.0,0,1,married,phd,1,2024-05-26,2,3,5,9,5,10,18,0,0,0,0,0
5301,07ef5a45-56e8-4cb1-99b2-a744edf865e6,vegetables,616.0,2024-04-16 02:03:44,64,92867.0,0,1,married,phd,1,2024-05-26,2,3,5,9,5,10,18,0,0,0,0,0
5303,07ef5a45-56e8-4cb1-99b2-a744edf865e6,sweets,0.0,2024-04-16 02:03:44,64,92867.0,0,1,married,phd,1,2024-05-26,2,3,5,9,5,10,18,0,0,0,0,0
5304,07ef5a45-56e8-4cb1-99b2-a744edf865e6,other,1115.0,2024-04-16 02:03:44,64,92867.0,0,1,married,phd,1,2024-05-26,2,3,5,9,5,10,18,0,0,0,0,0
5305,07ef5a45-56e8-4cb1-99b2-a744edf865e6,fruits,165.0,2024-04-16 02:03:44,64,92867.0,0,1,married,phd,1,2024-05-26,2,3,5,9,5,10,18,0,0,0,0,0
5306,bcb4db71-b028-4347-8263-988c1daf715a,meat,399.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5307,bcb4db71-b028-4347-8263-988c1daf715a,vegetables,1971.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5308,bcb4db71-b028-4347-8263-988c1daf715a,fish,1242.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5309,bcb4db71-b028-4347-8263-988c1daf715a,fruits,525.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5310,bcb4db71-b028-4347-8263-988c1daf715a,sweets,291.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5311,bcb4db71-b028-4347-8263-988c1daf715a,other,779.0,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor,0,2024-06-03,2,5,4,4,2,16,29,0,0,0,0,0
5313,791a966b-571b-4cb0-ae7f-95e9d3298b66,meat,207.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5314,791a966b-571b-4cb0-ae7f-95e9d3298b66,other,211.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5315,791a966b-571b-4cb0-ae7f-95e9d3298b66,vegetables,954.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5316,791a966b-571b-4cb0-ae7f-95e9d3298b66,fish,2322.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5317,791a966b-571b-4cb0-ae7f-95e9d3298b66,sweets,160.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5318,791a966b-571b-4cb0-ae7f-95e9d3298b66,fruits,255.0,2022-06-16 06:22:16,41,73526.0,1,0,single,bachelor,0,2024-06-19,1,1,4,2,3,21,38,0,0,0,0,0
5336,a59d2fca-a6dd-4809-8ad8-da9e58524a06,sweets,181.0,2023-10-16 22:34:25,50,127070.0,0,0,married,bachelor,0,2024-06-25,0,6,5,4,1,21,38,1,0,0,0,1
5337,a59d2fca-a6dd-4809-8ad8-da9e58524a06,fish,2174.0,2023-10-16 22:34:25,50,127070.0,0,0,married,bachelor,0,2024-06-25,0,6,5,4,1,21,38,1,0,0,0,1
5338,a59d2fca-a6dd-4809-8ad8-da9e58524a06,fruits,1485.0,2023-10-16 22:34:25,50,127070.0,0,0,married,bachelor,0,2024-06-25,0,6,5,4,1,21,38,1,0,0,0,1
5339,a59d2fca-a6dd-4809-8ad8-da9e58524a06,vegetables,1597.0,2023-10-16 22:34:25,50,127070.0,0,0,married,bachelor,0,2024-06-25,0,6,5,4,1,21,38,1,0,0,0,1
5340,a59d2fca-a6dd-4809-8ad8-da9e58524a06,other,1658.0,2023-10-16 22:34:25,50,127070.0,0,0,married,bachelor,0,2024-06-25,0,6,5,4,1,21,38,1,0,0,0,1
5342,599c244c-8eb1-4412-ad4d-acf707c9144e,sweets,24.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5343,599c244c-8eb1-4412-ad4d-acf707c9144e,meat,264.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5344,599c244c-8eb1-4412-ad4d-acf707c9144e,fish,1026.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5345,599c244c-8eb1-4412-ad4d-acf707c9144e,other,416.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5346,599c244c-8eb1-4412-ad4d-acf707c9144e,vegetables,0.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5347,599c244c-8eb1-4412-ad4d-acf707c9144e,fruits,0.0,2022-06-18 14:50:36,55,75380.0,0,1,married,masters,2,2024-06-26,4,5,3,8,7,12,22,0,0,0,0,0
5348,70baee72-5b44-4d9c-b368-03e56a4e07ac,vegetables,616.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5349,70baee72-5b44-4d9c-b368-03e56a4e07ac,fish,540.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5350,70baee72-5b44-4d9c-b368-03e56a4e07ac,sweets,28.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5351,70baee72-5b44-4d9c-b368-03e56a4e07ac,meat,27.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5353,70baee72-5b44-4d9c-b368-03e56a4e07ac,fruits,165.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5354,70baee72-5b44-4d9c-b368-03e56a4e07ac,other,15.0,2023-03-15 19:59:52,60,44740.0,0,1,dating,bachelor,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
5355,fd4003e2-b4fa-423d-9865-a1630105b827,fruits,1095.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5356,fd4003e2-b4fa-423d-9865-a1630105b827,sweets,193.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5358,fd4003e2-b4fa-423d-9865-a1630105b827,meat,279.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5359,fd4003e2-b4fa-423d-9865-a1630105b827,fish,1368.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5360,fd4003e2-b4fa-423d-9865-a1630105b827,other,477.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5361,fd4003e2-b4fa-423d-9865-a1630105b827,vegetables,1174.0,2023-08-13 11:23:01,65,92047.0,0,1,dating,bachelor,0,2024-07-01,2,4,10,2,1,11,20,0,0,0,0,0
5362,550f44f0-f704-40ec-be4d-11995806be9d,fruits,450.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5363,550f44f0-f704-40ec-be4d-11995806be9d,meat,0.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5364,550f44f0-f704-40ec-be4d-11995806be9d,sweets,35.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5366,550f44f0-f704-40ec-be4d-11995806be9d,other,5.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5367,550f44f0-f704-40ec-be4d-11995806be9d,fish,216.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5368,550f44f0-f704-40ec-be4d-11995806be9d,vegetables,323.0,2022-07-27 00:01:54,15,25620.0,0,0,single,masters,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
5369,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,other,4.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5371,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,fruits,225.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5372,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,sweets,329.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5373,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,vegetables,126.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5374,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,fish,162.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5375,159f8f56-8f29-49c8-a55c-0f45ec2b33e6,meat,108.0,2023-08-24 07:13:02,15,26898.0,0,0,single,masters,0,2024-05-12,5,0,0,0,7,3,48,1,1,1,1,0
5376,acac312d-2226-4805-b947-d6352ee1c0d2,meat,72.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5378,acac312d-2226-4805-b947-d6352ee1c0d2,fruits,0.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5379,acac312d-2226-4805-b947-d6352ee1c0d2,other,9.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5380,acac312d-2226-4805-b947-d6352ee1c0d2,fish,0.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5381,acac312d-2226-4805-b947-d6352ee1c0d2,sweets,0.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5382,acac312d-2226-4805-b947-d6352ee1c0d2,vegetables,0.0,2022-09-27 21:42:52,34,51576.0,1,0,single,bachelor,1,2024-06-19,1,0,2,1,9,20,36,0,0,1,0,0
5383,beca78f1-ed1d-4550-ad06-05d361e3e593,sweets,257.0,2022-08-08 04:30:00,19,65999.0,0,0,single,bachelor,0,2024-06-28,22,4,4,9,19,19,90,1,0,0,1,0
5385,beca78f1-ed1d-4550-ad06-05d361e3e593,other,434.0,2022-08-08 04:30:00,19,65999.0,0,0,single,bachelor,0,2024-06-28,22,4,4,9,19,19,90,1,0,0,1,0
5386,beca78f1-ed1d-4550-ad06-05d361e3e593,fish,1612.0,2022-08-08 04:30:00,19,65999.0,0,0,single,bachelor,0,2024-06-28,22,4,4,9,19,19,90,1,0,0,1,0
5388,beca78f1-ed1d-4550-ad06-05d361e3e593,fruits,2930.0,2022-08-08 04:30:00,19,65999.0,0,0,single,bachelor,0,2024-06-28,22,4,4,9,19,19,90,1,0,0,1,0
5389,beca78f1-ed1d-4550-ad06-05d361e3e593,vegetables,1524.0,2022-08-08 04:30:00,19,65999.0,0,0,single,bachelor,0,2024-06-28,22,4,4,9,19,19,90,1,0,0,1,0
5391,1c3644b4-93eb-4e19-ac34-97f200b19019,fruits,915.0,2023-09-16 08:40:19,66,87948.0,0,0,married,bachelor,0,2024-06-30,1,4,6,3,1,12,22,0,0,0,0,0
5392,1c3644b4-93eb-4e19-ac34-97f200b19019,fish,1987.0,2023-09-16 08:40:19,66,87948.0,0,0,married,bachelor,0,2024-06-30,1,4,6,3,1,12,22,0,0,0,0,0
5393,1c3644b4-93eb-4e19-ac34-97f200b19019,sweets,212.0,2023-09-16 08:40:19,66,87948.0,0,0,married,bachelor,0,2024-06-30,1,4,6,3,1,12,22,0,0,0,0,0
5395,1c3644b4-93eb-4e19-ac34-97f200b19019,other,870.0,2023-09-16 08:40:19,66,87948.0,0,0,married,bachelor,0,2024-06-30,1,4,6,3,1,12,22,0,0,0,0,0
5396,1c3644b4-93eb-4e19-ac34-97f200b19019,vegetables,981.0,2023-09-16 08:40:19,66,87948.0,0,0,married,bachelor,0,2024-06-30,1,4,6,3,1,12,22,0,0,0,0,0
5397,6ec5dc3f-d9aa-4313-ba4d-78ee293693e8,meat,162.0,2023-11-23 13:36:16,43,64771.0,1,0,dating,bachelor,1,2024-06-05,1,0,3,2,4,6,11,0,0,0,0,0
5398,6ec5dc3f-d9aa-4313-ba4d-78ee293693e8,other,22.0,2023-11-23 13:36:16,43,64771.0,1,0,dating,bachelor,1,2024-06-05,1,0,3,2,4,6,11,0,0,0,0,0
5399,6ec5dc3f-d9aa-4313-ba4d-78ee293693e8,fish,108.0,2023-11-23 13:36:16,43,64771.0,1,0,dating,bachelor,1,2024-06-05,1,0,3,2,4,6,11,0,0,0,0,0
5401,6ec5dc3f-d9aa-4313-ba4d-78ee293693e8,fruits,30.0,2023-11-23 13:36:16,43,64771.0,1,0,dating,bachelor,1,2024-06-05,1,0,3,2,4,6,11,0,0,0,0,0
5402,6ec5dc3f-d9aa-4313-ba4d-78ee293693e8,vegetables,294.0,2023-11-23 13:36:16,43,64771.0,1,0,dating,bachelor,1,2024-06-05,1,0,3,2,4,6,11,0,0,0,0,0
